,false_negative_num,false_negative_refs,true_positive_num,true_positive_refs,false_positive_num,false_positive_refs
creation-of-man,1,"['https://www.sefaria.org.il/Duties_of_the_Heart,_Fourth_Treatise_on_Trust.3.11']",0,[],3,"['https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7', 'https://www.sefaria.org.il/Avodat_HaKodesh_(Gabbai).2.21.14', 'https://www.sefaria.org.il/Ketubot.111a.19']"
adams-sin-and-his-punishment,1,['https://www.sefaria.org.il/Shemot_Rabbah.28.2'],1,['https://www.sefaria.org.il/Avodat_HaKodesh_(Gabbai).2.21.14'],5,"['https://www.sefaria.org.il/Derekh_Chayim.3.9.1-2', 'https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7', 'https://www.sefaria.org.il/Reshit_Chokhmah,_Gate_of_Fear.8.28', 'https://www.sefaria.org.il/Ibn_Ezra_on_Numbers.5.31.1', 'https://www.sefaria.org.il/Isaiah.58.1-2']"
aarons-sin,0,[],0,[],0,[]
aarons-death,0,[],0,[],1,"[""https://www.sefaria.org.il/Al_Kapot_HaMan'ul;_Homilies_for_the_Days_of_Awe,_A_Reflection_into_the_Future.17""]"
the-great-assembly,0,[],0,[],1,['https://www.sefaria.org.il/Deuteronomy.4.10']
destruction-of-the-land-of-israel,0,[],0,[],3,"['https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7', 'https://www.sefaria.org.il/Taanit.29a.1-17', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184']"
conquest-and-division,0,[],2,"['https://www.sefaria.org.il/Deuteronomy.3.15', 'https://www.sefaria.org.il/Yalkut_Shimoni_on_Nach.1071.6']",2,"['https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184']"
destruction-of-babylonia,0,[],0,[],2,"['https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7', 'https://www.sefaria.org.il/Sanhedrin.94b.12']"
destruction-of-the-temple,0,[],2,"['https://www.sefaria.org.il/Sukkah.41a.6-8', 'https://www.sefaria.org.il/Taanit.29a.1-17']",3,"['https://www.sefaria.org.il/Berakhot.62b.14-16', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7']"
inauguration-of-the-temple,0,[],0,[],1,['https://www.sefaria.org.il/II_Chronicles.2.2']
balaams-prophecy,0,[],0,[],0,[]
the-children-of-the-angels,0,[],0,[],0,[]
in-the-beginning-of,0,[],0,[],0,[]
creation-of-light-and-luminaires,0,[],0,[],1,['https://www.sefaria.org.il/Midrash_Tehillim.119.28']
creation-of-the-animals,0,[],0,[],0,[]
that-it-was-good,1,"['https://www.sefaria.org.il/Derekh_HaMelekh,_Torah,_Chayei_Sara.2.10']",0,[],1,"['https://www.sefaria.org.il/Duties_of_the_Heart,_Fourth_Treatise_on_Trust.3.11']"
creation-of-water,0,[],0,[],2,"['https://www.sefaria.org.il/Talmud_Eser_HaSefirot,_Section_XIV,_List_of_Questions_on_Terminology.84', 'https://www.sefaria.org.il/Deuteronomy.8.7-10']"
creation-of-plants,0,[],0,[],1,['https://www.sefaria.org.il/Deuteronomy.8.7-10']
creation-of-heavens-and-earth,0,[],0,[],0,[]
creation,1,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24']",0,[],5,"['https://www.sefaria.org.il/Talmud_Eser_HaSefirot,_Section_XIV,_List_of_Questions_on_Terminology.84', 'https://www.sefaria.org.il/Duties_of_the_Heart,_Fourth_Treatise_on_Trust.3.11', 'https://www.sefaria.org.il/Machzor_Rosh_Hashanah_Ashkenaz_Linear,_The_Morning_Prayers,_Yehi_Kevod.127', 'https://www.sefaria.org.il/Avodat_HaKodesh_(Gabbai).2.21.14', 'https://www.sefaria.org.il/Machzor_Yom_Kippur_Ashkenaz_Linear,_Neilah;_Concluding_Service,_Sanctification_of_the_Day.230']"
gog-and-magog,0,[],1,['https://www.sefaria.org.il/Vayikra_Rabbah.30.5'],0,[]
decree-against-sons,0,[],0,[],0,[]
israel-in-egypt,1,['https://www.sefaria.org.il/Sotah.37a.3'],6,"['https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', 'https://www.sefaria.org.il/Numbers.11.18-20', 'https://www.sefaria.org.il/Exodus.6.6-7', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24']",1,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13']"
egyptian-subjugation,1,['https://www.sefaria.org.il/Pesachim.39a.1-15'],4,"['https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', 'https://www.sefaria.org.il/Exodus.6.6-7']",0,[]
egyptian-exile,0,[],5,"['https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', 'https://www.sefaria.org.il/Exodus.6.6-7', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24']",4,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Machzor_Rosh_Hashanah_Ashkenaz_Linear,_The_Morning_Prayers,_Yehi_Kevod.127', 'https://www.sefaria.org.il/Numbers.11.18-20', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184']"
gan-eden,0,[],0,[],1,['https://www.sefaria.org.il/Berakhot.28b.1-11']
plague-of-pestilence-(דבר-),0,[],0,[],0,[]
the-house-of-david,0,[],1,['https://www.sefaria.org.il/II_Samuel.22.1'],4,"['https://www.sefaria.org.il/Panekha_Avakesh.18.44', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/II_Chronicles.2.2', 'https://www.sefaria.org.il/Machzor_Rosh_Hashanah_Ashkenaz_Linear,_The_Morning_Prayers,_Yehi_Kevod.127']"
david-and-the-temple,0,[],1,['https://www.sefaria.org.il/II_Chronicles.2.2'],4,"['https://www.sefaria.org.il/Berakhot.62b.14-16', 'https://www.sefaria.org.il/II_Samuel.22.1', 'https://www.sefaria.org.il/Duties_of_the_Heart,_Fourth_Treatise_on_Trust.3.11', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184']"
david-and-the-ark,0,[],0,[],0,[]
davids-sin,0,[],0,[],0,[]
davids-wars,1,['https://www.sefaria.org.il/Rashi_on_II_Samuel.5.24.1-2'],0,[],4,"['https://www.sefaria.org.il/II_Samuel.22.1', 'https://www.sefaria.org.il/Jeremiah.48.14', 'https://www.sefaria.org.il/Duties_of_the_Heart,_Fourth_Treatise_on_Trust.3.11', 'https://www.sefaria.org.il/II_Chronicles.2.2']"
davids-census,0,[],0,[],0,[]
generation-of-enosh,0,[],0,[],0,[]
generation-of-the-flood,0,[],0,[],1,"['https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7']"
well-in-the-desert,0,[],1,"['https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2']",1,['https://www.sefaria.org.il/Deuteronomy.8.7-10']
meat-in-the-sinai-desert,0,[],1,['https://www.sefaria.org.il/Numbers.11.18-20'],0,[]
appointment-of-judges-for-the-generation-of-the-desert,0,[],0,[],3,"['https://www.sefaria.org.il/Sifrei_Devarim.13.6', 'https://www.sefaria.org.il/Deuteronomy.3.15', 'https://www.sefaria.org.il/Sanhedrin.17b.5']"
edom-and-the-generation-of-the-desert,0,[],0,[],1,['https://www.sefaria.org.il/Or_HaChaim_on_Leviticus.25.39.1-3']
golden-calf,0,[],0,[],0,[]
sin-of-the-spies,1,['https://www.sefaria.org.il/Taanit.29a.1-17'],0,[],0,[]
sin-of-peor,0,[],0,[],0,[]
war-with-midian,0,[],0,[],1,['https://www.sefaria.org.il/Jeremiah.48.14']
manna,1,"['https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2']",0,[],2,"['https://www.sefaria.org.il/Numbers.11.18-20', 'https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42']"
journey-in-the-desert,1,['https://www.sefaria.org.il/Ramban_on_Exodus.13.21.1'],3,"['https://www.sefaria.org.il/Chagigah.6a.15', 'https://www.sefaria.org.il/Numbers.11.18-20', 'https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2']",4,"['https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Exodus.6.6-7', 'https://www.sefaria.org.il/The_Book_of_Maccabees_I_(Kahana_Translation).5.66']"
the-gatherer,0,[],0,[],0,[]
naaseh-venishma,0,[],0,[],0,[]
sacrifices-in-the-desert,0,[],1,['https://www.sefaria.org.il/Chagigah.6a.15'],5,"['https://www.sefaria.org.il/Siddur_Sefard,_Holidays,_Yom_Tov_Musaf_Amidah.32', 'https://www.sefaria.org.il/Vayikra_Rabbah.30.5', 'https://www.sefaria.org.il/Mishneh_Torah,_Paschal_Offering.4.11', 'https://www.sefaria.org.il/Genesis.22.1-2', 'https://www.sefaria.org.il/Mishnah_Parah.4.2']"
complaints-in-the-desert,0,[],1,['https://www.sefaria.org.il/Numbers.11.18-20'],0,[]
generation-of-the-desert,1,"['https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2']",2,"['https://www.sefaria.org.il/Chagigah.6a.15', 'https://www.sefaria.org.il/Numbers.11.18-20']",0,[]
generation-of-the-dispersion,0,[],1,"['https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7']",0,[]
abels-sacrifice,1,['https://www.sefaria.org.il/Ramban_on_Leviticus.1.9.1'],0,[],2,"['https://www.sefaria.org.il/Genesis.22.1-2', 'https://www.sefaria.org.il/Mishnah_Parah.4.2']"
destruction-of-jerusalem,1,['https://www.sefaria.org.il/Taanit.29a.1-17'],0,[],0,[]
judahs-blessing,0,[],1,['https://www.sefaria.org.il/Sotah.37a.3'],1,['https://www.sefaria.org.il/Sforno_on_Genesis.35.10.1']
conquest-of-jericho,0,[],0,[],0,[]
stopping-of-the-sun-in-gibeon,0,[],0,[],0,[]
josephs-blessing,0,[],0,[],0,[]
joseph-and-potiphars-wife,0,[],0,[],0,[]
joseph-in-egypt,2,"['https://www.sefaria.org.il/Genesis.42.19', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24']",0,[],1,['https://www.sefaria.org.il/Pardes_Rimonim.13.1.38']
joseph-and-the-wine-steward,0,[],0,[],0,[]
josephs-dream,0,[],1,"['https://www.sefaria.org.il/On_Dreams,_Book_II.16.1']",1,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24']"
the-sale-of-joseph,0,[],0,[],0,[]
the-prophecy-of-ezekiel,0,[],0,[],3,"['https://www.sefaria.org.il/Tikkunei_Zohar.36b.3', 'https://www.sefaria.org.il/Sifrei_Devarim.13.6', 'https://www.sefaria.org.il/Isaiah.58.1-2']"
jacob-and-the-birthright,0,[],1,['https://www.sefaria.org.il/Rashi_on_Genesis.25.27.1-28.1'],2,"['https://www.sefaria.org.il/Radak_on_Genesis.27.19.1', 'https://www.sefaria.org.il/Or_HaChaim_on_Leviticus.25.39.1-3']"
jacobs-blessing,2,"[""https://www.sefaria.org.il/Midrash_Tanchuma,_Re'eh.14.1"", 'https://www.sefaria.org.il/Radak_on_Genesis.27.19.1']",0,[],0,[]
the-promise-to-jacob,0,[],1,"['https://www.sefaria.org.il/Midrash_Tanchuma_Buber,_Vayishlach.6.2']",7,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Selichot_Nusach_Lita_Linear,_Third_Day.2.131', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Sforno_on_Genesis.35.10.1', 'https://www.sefaria.org.il/Deuteronomy.3.15', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Deuteronomy.8.7-10']"
jacobs-dream,0,[],0,[],1,"['https://www.sefaria.org.il/On_Dreams,_Book_II.16.1']"
jacob-and-the-angel,0,[],1,['https://www.sefaria.org.il/Sforno_on_Genesis.35.10.1'],1,"['https://www.sefaria.org.il/Midrash_Tanchuma_Buber,_Vayishlach.6.2']"
jacob-and-the-sticks,0,[],0,[],0,[]
jacob-in-egypt,0,[],1,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24']",5,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', 'https://www.sefaria.org.il/Exodus.6.6-7']"
jacobs-oath,1,"[""https://www.sefaria.org.il/Midrash_Tanchuma,_Re'eh.14.1""]",0,[],2,"['https://www.sefaria.org.il/Sanhedrin.94b.12', 'https://www.sefaria.org.il/Midrash_Tanchuma_Buber,_Vayishlach.6.2']"
jacobs-burial,0,[],0,[],0,[]
isaacs-wells,0,[],0,[],0,[]
isaacs-blessing,1,['https://www.sefaria.org.il/Radak_on_Genesis.27.19.1'],0,[],1,"['https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1']"
moses-signs,0,[],1,['https://www.sefaria.org.il/Malbim_on_Exodus.4.1.2'],2,"['https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Exodus.6.6-7']"
borrowing-the-property-during-the-exodus-from-egypt,0,[],0,[],1,['https://www.sefaria.org.il/Pardes_Rimonim.13.1.38']
retributions-during-the-exodus-from-egypt,0,[],1,['https://www.sefaria.org.il/Exodus.6.6-7'],5,"['https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', 'https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7', 'https://www.sefaria.org.il/Leviticus.20.23']"
the-exodus-from-egypt,3,"['https://www.sefaria.org.il/Vayikra_Rabbah.30.5', 'https://www.sefaria.org.il/Malbim_on_Exodus.4.1.2', 'https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2']",6,"['https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Sotah.37a.3', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Exodus.6.6-7', 'https://www.sefaria.org.il/Sefat_Emet,_Leviticus,_Passover.20.3']",10,"['https://www.sefaria.org.il/Berakhot.62b.14-16', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/II_Samuel.22.1', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', 'https://www.sefaria.org.il/Sotah.27b.11-12', 'https://www.sefaria.org.il/Ramban_on_Exodus.13.21.1', 'https://www.sefaria.org.il/Numbers.11.18-20', 'https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42', 'https://www.sefaria.org.il/The_Book_of_Maccabees_I_(Kahana_Translation).5.66', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24']"
crossing-the-jordan-river-and-setting-of-the-stones,0,[],0,[],0,[]
journey-of-the-ark,0,[],0,[],2,"['https://www.sefaria.org.il/Ramban_on_Exodus.13.21.1', 'https://www.sefaria.org.il/The_Book_of_Maccabees_I_(Kahana_Translation).5.66']"
blessing-of-levi,0,[],0,[],0,[]
counting-of-the-levites,0,[],0,[],1,['https://www.sefaria.org.il/Deuteronomy.3.15']
leviathan,0,[],0,[],0,[]
tower-of-babel,0,[],1,"['https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7']",0,[]
the-idol-of-micha,0,[],0,[],0,[]
famine-in-egypt,0,[],0,[],0,[]
moses-and-the-tent-of-meeting,0,[],0,[],1,['https://www.sefaria.org.il/Leviticus.10.8-10']
moses-in-midian,1,['https://www.sefaria.org.il/Berakhot.63b.12-64a.3'],0,[],0,[]
moses-at-the-bush,1,['https://www.sefaria.org.il/Malbim_on_Exodus.4.1.2'],0,[],1,['https://www.sefaria.org.il/Exodus.6.6-7']
moses-blessing,0,[],0,[],3,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1', 'https://www.sefaria.org.il/Deuteronomy.8.7-10']"
moses-and-josephs-coffin,0,[],0,[],0,[]
moses-and-the-tablets,2,"['https://www.sefaria.org.il/Kohelet_Rabbah.10.20.1', 'https://www.sefaria.org.il/Avodat_HaKodesh_(Gabbai).2.21.14']",0,[],2,"['https://www.sefaria.org.il/Deuteronomy.4.10', 'https://www.sefaria.org.il/Chagigah.12b.9']"
moses-and-the-egyptian,0,[],1,"['https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10']",5,"['https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Exodus.6.6-7', 'https://www.sefaria.org.il/Malbim_on_Exodus.4.1.2']"
moses-and-israel,2,"['https://www.sefaria.org.il/Taanit.29a.1-17', 'https://www.sefaria.org.il/Kohelet_Rabbah.10.20.1']",4,"[""https://www.sefaria.org.il/Zohar,_Ha'Azinu.5.20"", 'https://www.sefaria.org.il/Sotah.27b.11-12', 'https://www.sefaria.org.il/Exodus.6.6-7', 'https://www.sefaria.org.il/Malbim_on_Exodus.4.1.2']",13,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Shemot_Rabbah.28.2', 'https://www.sefaria.org.il/Selichot_Nusach_Lita_Linear,_Third_Day.2.131', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', 'https://www.sefaria.org.il/Ramban_on_Exodus.13.21.1', 'https://www.sefaria.org.il/Sifrei_Devarim.13.6', 'https://www.sefaria.org.il/Midrash_Tehillim.104.1', 'https://www.sefaria.org.il/Deuteronomy.3.15', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', ""https://www.sefaria.org.il/Midrash_Tanchuma_Buber,_Beha'alotcha.4.1"", 'https://www.sefaria.org.il/Deuteronomy.18.14-15']"
moses-knowledge,0,[],0,[],4,"['https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Exodus.6.6-7', 'https://www.sefaria.org.il/Malbim_on_Exodus.4.1.2']"
moses-and-the-priesthood,0,[],0,[],0,[]
moses-birth,0,[],0,[],0,[]
the-waters-of-meribah,0,[],0,[],0,[]
moses-death-and-burial,0,[],0,[],1,"[""https://www.sefaria.org.il/Al_Kapot_HaMan'ul;_Homilies_for_the_Days_of_Awe,_A_Reflection_into_the_Future.17""]"
moses-prophecy,0,[],2,"['https://www.sefaria.org.il/Deuteronomy.18.14-15', 'https://www.sefaria.org.il/Malbim_on_Exodus.4.1.2']",3,"['https://www.sefaria.org.il/Shemot_Rabbah.28.2', 'https://www.sefaria.org.il/Sotah.27b.11-12', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184']"
moses-rebuke,0,[],0,[],0,[]
moses-and-the-torah,2,"[""https://www.sefaria.org.il/Midrash_Tanchuma,_Re'eh.14.1"", 'https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2']",1,"[""https://www.sefaria.org.il/Zohar,_Ha'Azinu.5.20""]",19,"['https://www.sefaria.org.il/Deuteronomy.4.10', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Shemot_Rabbah.28.2', 'https://www.sefaria.org.il/Chagigah.12b.9', 'https://www.sefaria.org.il/Book_of_Jubilees.2.33', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Sotah.27b.11-12', 'https://www.sefaria.org.il/Midrash_Tehillim.119.28', 'https://www.sefaria.org.il/Berakhot.31a.13', 'https://www.sefaria.org.il/Derashot_HaRan.11.26', 'https://www.sefaria.org.il/Mishnah_Megillah.4.2', 'https://www.sefaria.org.il/Berakhot.15b.12', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.10.8', 'https://www.sefaria.org.il/Yalkut_Shimoni_on_Nach.1071.6', ""https://www.sefaria.org.il/Midrash_Tanchuma_Buber,_Beha'alotcha.4.1"", 'https://www.sefaria.org.il/Deuteronomy.18.14-15', ""https://www.sefaria.org.il/Mishpetei_Uziel,_Volume_VI,_Yoreh_De'ah.73.63"", 'https://www.sefaria.org.il/Malbim_on_Exodus.4.1.2']"
moses-prayer-after-the-sin-of-the-spies,0,[],0,[],0,[]
moses-prayer-after-the-sin-of-the-calf,0,[],0,[],0,[]
raising-up-and-anointing-the-tabernacle,0,[],0,[],0,[]
tabernacle-inauguration,0,[],0,[],0,[]
tabernacles-journey,0,[],0,[],0,[]
tabernacles-making,0,[],1,"[""https://www.sefaria.org.il/Midrash_Tanchuma_Buber,_Beha'alotcha.4.1""]",0,[]
donations-for-the-tabernacle,0,[],0,[],0,[]
days-of-cordoning,0,[],0,[],0,[]
leprosy,0,[],0,[],1,['https://www.sefaria.org.il/Mishnah_Kelim.1.4']
noah-and-the-ark,0,[],0,[],0,[]
noah-and-the-vineyard,1,"['https://www.sefaria.org.il/Maaseh_Rokeach_on_Mishnah,_Seder_Nezikin,_Bava_Metzia.12']",0,[],0,[]
noahs-sacrifice,0,[],0,[],2,"['https://www.sefaria.org.il/Ramban_on_Leviticus.1.9.1', 'https://www.sefaria.org.il/Mishnah_Parah.4.2']"
sin-and-punishment-of-the-serpent,2,"['https://www.sefaria.org.il/Shemot_Rabbah.28.2', 'https://www.sefaria.org.il/Avodat_HaKodesh_(Gabbai).2.21.14']",0,[],2,"['https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7', 'https://www.sefaria.org.il/Reshit_Chokhmah,_Gate_of_Fear.8.28']"
the-worship-of-molech,0,[],0,[],1,"['https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7']"
pillar-of-cloud,0,[],1,['https://www.sefaria.org.il/Ramban_on_Exodus.13.21.1'],0,[]
war-with-amalek,0,[],0,[],2,"['https://www.sefaria.org.il/II_Samuel.22.1', 'https://www.sefaria.org.il/Jeremiah.48.14']"
the-tree-of-knowledge,0,[],0,[],0,[]
the-tree-of-life,0,[],0,[],3,"['https://www.sefaria.org.il/Chagigah.12b.9', ""https://www.sefaria.org.il/Al_Kapot_HaMan'ul;_Homilies_for_the_Days_of_Awe,_A_Reflection_into_the_Future.17"", 'https://www.sefaria.org.il/Taanit.7a.6']"
binding-of-isaac,1,['https://www.sefaria.org.il/Berakhot.62b.14-16'],1,['https://www.sefaria.org.il/Genesis.22.1-2'],0,[]
plague-of-locusts,0,[],0,[],1,['https://www.sefaria.org.il/Exodus.6.6-7']
plague-of-hail,0,[],0,[],0,[]
plague-of-blood,0,[],0,[],1,['https://www.sefaria.org.il/Pardes_Rimonim.13.1.38']
warnings-about-the-ten-plagues,0,[],0,[],2,"['https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Exodus.6.6-7']"
magicians-and-the-ten-plagues,0,[],0,[],1,['https://www.sefaria.org.il/Pardes_Rimonim.13.1.38']
plague-of-darkness,0,[],0,[],1,['https://www.sefaria.org.il/Pardes_Rimonim.13.1.38']
plague-of-lice,0,[],0,[],0,[]
plague-of-the-firstborn,0,[],0,[],1,['https://www.sefaria.org.il/Exodus.6.6-7']
plague-of-wild-animals,0,[],0,[],0,[]
plague-of-frogs,0,[],0,[],0,[]
plague-of-boils,0,[],0,[],0,[]
the-ten-plagues,0,[],1,['https://www.sefaria.org.il/Exodus.6.6-7'],1,['https://www.sefaria.org.il/Pardes_Rimonim.13.1.38']
